,0,1,2,3,4
95,8389,ToeJam & Earl,"['Action', 'Fantasy', 'Science fiction', 'Survival', 'Comedy']",88.5673539953483,https://images.igdb.com/igdb/image/upload/t_cover_big/co2rpb.jpg
96,9406,Shining in the Darkness,['Fantasy'],53.8602904418763,https://images.igdb.com/igdb/image/upload/t_cover_big/co2xez.jpg
97,407,Final Fantasy Adventure,"['Action', 'Fantasy']",79.9282382988264,https://images.igdb.com/igdb/image/upload/t_cover_big/co1vpk.jpg
98,3192,Sonic the Hedgehog,"['Action', 'Fantasy', 'Science fiction']",83.63748771694605,https://images.igdb.com/igdb/image/upload/t_cover_big/co5klr.jpg
99,957,Duke Nukem,"['Action', 'Science fiction']",68.3092888274857,https://images.igdb.com/igdb/image/upload/t_cover_big/co52uz.jpg
100,1652,Streets of Rage,"['Action', 'Science fiction']",76.3943618681698,https://images.igdb.com/igdb/image/upload/t_cover_big/co49sf.jpg
101,2910,Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,['Erotic'],64.4209674821315,https://images.igdb.com/igdb/image/upload/t_cover_big/co2kch.jpg
102,14443,Ultima: Worlds of Adventure 2 - Martian Dreams,"['Fantasy', 'Science fiction', 'Historical']",56.7653363274472,https://images.igdb.com/igdb/image/upload/t_cover_big/co4atv.jpg
103,8483,Crystal Caves,"['Action', 'Science fiction']",79.9455167919411,https://images.igdb.com/igdb/image/upload/t_cover_big/co2ptx.jpg
104,9540,Wonder Boy in Monster World,"['Action', 'Fantasy']",74.6230005560574,https://images.igdb.com/igdb/image/upload/t_cover_big/co52cu.jpg
105,12071,Eye of the Beholder II: The Legend of Darkmoon,['Fantasy'],87.5828223594524,https://images.igdb.com/igdb/image/upload/t_cover_big/co28s8.jpg
106,16214,Golden Axe II,"['Action', 'Fantasy']",78.4717102825677,https://images.igdb.com/igdb/image/upload/t_cover_big/co2qgu.jpg
107,1930,Gobliiins,"['Fantasy', 'Historical', 'Comedy']",79.4707254759094,https://images.igdb.com/igdb/image/upload/t_cover_big/co2ibj.jpg
108,2442,Commander Keen: Keen Dreams,"['Action', 'Science fiction', 'Comedy']",68.7775559914428,https://images.igdb.com/igdb/image/upload/t_cover_big/co25s2.jpg
109,4348,Another World,"['Action', 'Science fiction', 'Survival']",87.0764906496654,https://images.igdb.com/igdb/image/upload/t_cover_big/co1x7k.jpg
110,5384,Advanced Dungeons & Dragons: Eye of the Beholder,"['Action', 'Fantasy']",82.04964137233941,https://images.igdb.com/igdb/image/upload/t_cover_big/co28s7.jpg
111,9520,SimAnt,['Educational'],72.6387977073869,https://images.igdb.com/igdb/image/upload/t_cover_big/p65d5uyz9pkcegxyht8o.jpg
112,10717,Prehistorik,['Action'],70.2689564562222,https://images.igdb.com/igdb/image/upload/t_cover_big/co262k.jpg
113,12041,Death Knights of Krynn,['Fantasy'],80.01833789242181,https://images.igdb.com/igdb/image/upload/t_cover_big/jwamgwjf5mei3uyxazwc.jpg
114,4435,Fatal Fury 2,['Action'],67.0616953365391,https://images.igdb.com/igdb/image/upload/t_cover_big/co237r.jpg
115,4463,World Heroes,['Action'],60.2147851181116,https://images.igdb.com/igdb/image/upload/t_cover_big/co47nd.jpg
116,4514,Art of Fighting,['Action'],59.9501811798835,https://images.igdb.com/igdb/image/upload/t_cover_big/co22y4.jpg
117,2231,Star Trek: 25th Anniversary,"['Action', 'Science fiction']",79.9540548293718,https://images.igdb.com/igdb/image/upload/t_cover_big/co2jp1.jpg
118,3041,Shining Force,['Fantasy'],81.3447236889534,https://images.igdb.com/igdb/image/upload/t_cover_big/co26fx.jpg
119,284,Wolfenstein 3D,"['Action', 'Fantasy', 'Science fiction', 'Horror', 'Historical']",66.55150371870991,https://images.igdb.com/igdb/image/upload/t_cover_big/co2604.jpg
120,16035,Kid Chameleon,"['Action', 'Fantasy', 'Science fiction']",84.8956235501509,https://images.igdb.com/igdb/image/upload/t_cover_big/co21v1.jpg
121,184,Indiana Jones and the Fate of Atlantis,"['Action', 'Fantasy', 'Thriller', 'Historical', 'Comedy']",90.03545799488879,https://images.igdb.com/igdb/image/upload/t_cover_big/co1tkf.jpg
122,6633,Spear of Destiny,"['Action', 'Fantasy', 'Science fiction', 'Historical']",77.6638823259684,https://images.igdb.com/igdb/image/upload/t_cover_big/co1y05.jpg
123,7501,"King's Quest VI: Heir Today, Gone Tomorrow","['Fantasy', 'Historical']",81.0192505341974,https://images.igdb.com/igdb/image/upload/t_cover_big/co28rw.jpg
124,3733,Putt-Putt Joins The Parade,"['Comedy', 'Educational']",64.2254584640059,https://images.igdb.com/igdb/image/upload/t_cover_big/co3y4i.jpg
125,15072,Landstalker: The Treasures of King Nole,"['Action', 'Fantasy', 'Sandbox']",89.7379737040046,https://images.igdb.com/igdb/image/upload/t_cover_big/co2kb9.jpg
126,21074,Shin Megami Tensei,"['Fantasy', 'Science fiction', 'Warfare']",70.5399287441366,https://images.igdb.com/igdb/image/upload/t_cover_big/co26i0.jpg
127,20031,Super Star Wars,['Action'],71.603025028293,https://images.igdb.com/igdb/image/upload/t_cover_big/co25xr.jpg
128,1046,Star Control II,"['Action', 'Science fiction']",95.93253478956188,https://images.igdb.com/igdb/image/upload/t_cover_big/co2d9l.jpg
129,4438,Sonic the Hedgehog 2,"['Action', 'Science fiction']",88.20748747813965,https://images.igdb.com/igdb/image/upload/t_cover_big/co5kkj.jpg
130,1653,Streets of Rage 2,['Action'],81.75822788918005,https://images.igdb.com/igdb/image/upload/t_cover_big/co49sn.jpg
131,5378,Ecco the Dolphin,"['Action', 'Science fiction', 'Horror']",51.35450471010475,https://images.igdb.com/igdb/image/upload/t_cover_big/co23oy.jpg
132,6313,Titus The Fox: To Marrakech And Back,"['Action', 'Science fiction']",81.72774245587989,https://images.igdb.com/igdb/image/upload/t_cover_big/co3d90.jpg
133,8482,Lure of the Temptress,['Fantasy'],74.6254927910806,https://images.igdb.com/igdb/image/upload/t_cover_big/co1npy.jpg
134,9260,Dark Seed,"['Science fiction', 'Horror']",78.7735695272841,https://images.igdb.com/igdb/image/upload/t_cover_big/co2y3s.jpg
135,11627,Pushover,['Comedy'],59.7922183280593,https://images.igdb.com/igdb/image/upload/t_cover_big/o5vpq58javbas3caeryy.jpg
136,323,The 7th Guest,"['Horror', 'Drama']",72.9461797873018,https://images.igdb.com/igdb/image/upload/t_cover_big/co2sep.jpg
137,10718,Prehistorik 2,['Action'],80.9822559835356,https://images.igdb.com/igdb/image/upload/t_cover_big/co262j.jpg
138,459,Simon the Sorcerer,"['Fantasy', 'Comedy']",81.2559111637527,https://images.igdb.com/igdb/image/upload/t_cover_big/co2jo0.jpg
139,5385,Fatal Fury Special,['Action'],70.03553694909999,https://images.igdb.com/igdb/image/upload/t_cover_big/co3b7p.jpg
140,3717,Kirby's Adventure,"['Action', 'Fantasy', 'Kids']",70.4629536228026,https://images.igdb.com/igdb/image/upload/t_cover_big/co2xdv.jpg
141,34783,Call of Cthulhu: Shadow of the Comet,"['Horror', 'Thriller', 'Mystery']",60.9399481419673,https://images.igdb.com/igdb/image/upload/t_cover_big/co3wht.jpg
142,51948,Pop'n TwinBee,['Action'],70.0253838533928,https://images.igdb.com/igdb/image/upload/t_cover_big/co25vd.jpg
143,10456,In the Hunt,"['Action', 'Science fiction']",54.71288636572595,https://images.igdb.com/igdb/image/upload/t_cover_big/co1uc0.jpg
144,6564,Rock n' Roll Racing,"['Action', 'Science fiction']",81.36671016805795,https://images.igdb.com/igdb/image/upload/t_cover_big/co3o1q.jpg
145,2911,Leisure Suit Larry 6: Shape Up or Slip Out!,"['Comedy', 'Erotic']",70.4604514189941,https://images.igdb.com/igdb/image/upload/t_cover_big/co2xnz.jpg
146,16369,Golden Axe III,"['Action', 'Fantasy', 'Historical']",78.9024821174632,https://images.igdb.com/igdb/image/upload/t_cover_big/co28b8.jpg
147,4477,Eternal Champions,['Action'],67.6277136175942,https://images.igdb.com/igdb/image/upload/t_cover_big/co2er8.jpg
148,2623,Shinobi III: Return of the Ninja Master,['Action'],79.4983479968851,https://images.igdb.com/igdb/image/upload/t_cover_big/co3vnc.jpg
